County Formatted,County,State Formatted,State
Kearney,KEARNEY,Nebraska,NEBRASKA
Keith,KEITH,Nebraska,NEBRASKA
Keya Paha,KEYAPAHA,Nebraska,NEBRASKA
Kimball,KIMBALL,Nebraska,NEBRASKA
Knox,KNOX,Nebraska,NEBRASKA
Lancaster,LANCASTER,Nebraska,NEBRASKA
Lincoln,LINCOLN,Nebraska,NEBRASKA
Logan,LOGAN,Nebraska,NEBRASKA
Loup,LOUP,Nebraska,NEBRASKA
McPherson,MCPHERSON,Nebraska,NEBRASKA
Madison,MADISON,Nebraska,NEBRASKA
Merrick,MERRICK,Nebraska,NEBRASKA
Morrill,MORRILL,Nebraska,NEBRASKA
Nance,NANCE,Nebraska,NEBRASKA
Nemaha,NEMAHA,Nebraska,NEBRASKA
Nuckolls,NUCKOLLS,Nebraska,NEBRASKA
Otoe,OTOE,Nebraska,NEBRASKA
Pawnee,PAWNEE,Nebraska,NEBRASKA
Perkins,PERKINS,Nebraska,NEBRASKA
Phelps,PHELPS,Nebraska,NEBRASKA
Pierce,PIERCE,Nebraska,NEBRASKA
Platte,PLATTE,Nebraska,NEBRASKA
Polk,POLK,Nebraska,NEBRASKA
Red Willow,REDWILLOW,Nebraska,NEBRASKA
Richardson,RICHARDSON,Nebraska,NEBRASKA
Rock,ROCK,Nebraska,NEBRASKA
Saline,SALINE,Nebraska,NEBRASKA
Sarpy,SARPY,Nebraska,NEBRASKA
Saunders,SAUNDERS,Nebraska,NEBRASKA
Scotts Bluff,SCOTTSBLUFF,Nebraska,NEBRASKA
Seward,SEWARD,Nebraska,NEBRASKA
Sheridan,SHERIDAN,Nebraska,NEBRASKA
Sherman,SHERMAN,Nebraska,NEBRASKA
Sioux,SIOUX,Nebraska,NEBRASKA
Stanton,STANTON,Nebraska,NEBRASKA
Thayer,THAYER,Nebraska,NEBRASKA
Thomas,THOMAS,Nebraska,NEBRASKA
Thurston,THURSTON,Nebraska,NEBRASKA
Valley,VALLEY,Nebraska,NEBRASKA
Washington,WASHINGTON,Nebraska,NEBRASKA
Wayne,WAYNE,Nebraska,NEBRASKA
Webster,WEBSTER,Nebraska,NEBRASKA
Wheeler,WHEELER,Nebraska,NEBRASKA
York,YORK,Nebraska,NEBRASKA
Churchill,CHURCHILL,Nevada,NEVADA
Clark,CLARK,Nevada,NEVADA
Douglas,DOUGLAS,Nevada,NEVADA
Elko,ELKO,Nevada,NEVADA
Esmeralda,ESMERALDA,Nevada,NEVADA
Eureka,EUREKA,Nevada,NEVADA
Humboldt,HUMBOLDT,Nevada,NEVADA
Lander,LANDER,Nevada,NEVADA
Lincoln,LINCOLN,Nevada,NEVADA
Lyon,LYON,Nevada,NEVADA
Mineral,MINERAL,Nevada,NEVADA
Nye,NYE,Nevada,NEVADA
Pershing,PERSHING,Nevada,NEVADA
Storey,STOREY,Nevada,NEVADA
Washoe,WASHOE,Nevada,NEVADA
White Pine,WHITEPINE,Nevada,NEVADA
Carson City,CARSONCITY,Nevada,NEVADA
Belknap,BELKNAP,New Hampshire,NEWHAMPSHIRE
Carroll,CARROLL,New Hampshire,NEWHAMPSHIRE
Cheshire,CHESHIRE,New Hampshire,NEWHAMPSHIRE
Coos,COOS,New Hampshire,NEWHAMPSHIRE
Grafton,GRAFTON,New Hampshire,NEWHAMPSHIRE
Hillsborough,HILLSBOROUGH,New Hampshire,NEWHAMPSHIRE
Merrimack,MERRIMACK,New Hampshire,NEWHAMPSHIRE
Rockingham,ROCKINGHAM,New Hampshire,NEWHAMPSHIRE
Strafford,STRAFFORD,New Hampshire,NEWHAMPSHIRE
Sullivan,SULLIVAN,New Hampshire,NEWHAMPSHIRE
Atlantic,ATLANTIC,New Jersey,NEWJERSEY
Bergen,BERGEN,New Jersey,NEWJERSEY
Burlington,BURLINGTON,New Jersey,NEWJERSEY
Camden,CAMDEN,New Jersey,NEWJERSEY
Cape May,CAPEMAY,New Jersey,NEWJERSEY
Cumberland,CUMBERLAND,New Jersey,NEWJERSEY
Essex,ESSEX,New Jersey,NEWJERSEY
Gloucester,GLOUCESTER,New Jersey,NEWJERSEY
Hudson,HUDSON,New Jersey,NEWJERSEY
Hunterdon,HUNTERDON,New Jersey,NEWJERSEY
Mercer,MERCER,New Jersey,NEWJERSEY
Middlesex,MIDDLESEX,New Jersey,NEWJERSEY
Monmouth,MONMOUTH,New Jersey,NEWJERSEY
Morris,MORRIS,New Jersey,NEWJERSEY
Ocean,OCEAN,New Jersey,NEWJERSEY
Passaic,PASSAIC,New Jersey,NEWJERSEY
Salem,SALEM,New Jersey,NEWJERSEY
Somerset,SOMERSET,New Jersey,NEWJERSEY
Sussex,SUSSEX,New Jersey,NEWJERSEY
Union,UNION,New Jersey,NEWJERSEY
Warren,WARREN,New Jersey,NEWJERSEY
Bernalillo,BERNALILLO,New Mexico,NEWMEXICO
Catron,CATRON,New Mexico,NEWMEXICO
Chaves,CHAVES,New Mexico,NEWMEXICO
Cibola,CIBOLA,New Mexico,NEWMEXICO
Colfax,COLFAX,New Mexico,NEWMEXICO
Curry,CURRY,New Mexico,NEWMEXICO
De Baca,DEBACA,New Mexico,NEWMEXICO
Do±a Ana,DO±AANA,New Mexico,NEWMEXICO
Eddy,EDDY,New Mexico,NEWMEXICO
Grant,GRANT,New Mexico,NEWMEXICO
Guadalupe,GUADALUPE,New Mexico,NEWMEXICO
Harding,HARDING,New Mexico,NEWMEXICO
Hidalgo,HIDALGO,New Mexico,NEWMEXICO
Lea,LEA,New Mexico,NEWMEXICO
Lincoln,LINCOLN,New Mexico,NEWMEXICO
Los Alamos,LOSALAMOS,New Mexico,NEWMEXICO
Luna,LUNA,New Mexico,NEWMEXICO
McKinley,MCKINLEY,New Mexico,NEWMEXICO
Mora,MORA,New Mexico,NEWMEXICO
Otero,OTERO,New Mexico,NEWMEXICO
Quay,QUAY,New Mexico,NEWMEXICO
Rio Arriba,RIOARRIBA,New Mexico,NEWMEXICO
Roosevelt,ROOSEVELT,New Mexico,NEWMEXICO
Sandoval,SANDOVAL,New Mexico,NEWMEXICO
San Juan,SANJUAN,New Mexico,NEWMEXICO
San Miguel,SANMIGUEL,New Mexico,NEWMEXICO
Santa Fe,SANTAFE,New Mexico,NEWMEXICO
Sierra,SIERRA,New Mexico,NEWMEXICO
Socorro,SOCORRO,New Mexico,NEWMEXICO
Taos,TAOS,New Mexico,NEWMEXICO
Torrance,TORRANCE,New Mexico,NEWMEXICO
Union,UNION,New Mexico,NEWMEXICO
Valencia,VALENCIA,New Mexico,NEWMEXICO
Albany,ALBANY,New York,NEWYORK
Allegany,ALLEGANY,New York,NEWYORK
Bronx,BRONX,New York,NEWYORK
Broome,BROOME,New York,NEWYORK
Cattaraugus,CATTARAUGUS,New York,NEWYORK
Cayuga,CAYUGA,New York,NEWYORK
Chautauqua,CHAUTAUQUA,New York,NEWYORK
Chemung,CHEMUNG,New York,NEWYORK
Chenango,CHENANGO,New York,NEWYORK
Clinton,CLINTON,New York,NEWYORK
Columbia,COLUMBIA,New York,NEWYORK
Cortland,CORTLAND,New York,NEWYORK
Delaware,DELAWARE,New York,NEWYORK
Dutchess,DUTCHESS,New York,NEWYORK
Erie,ERIE,New York,NEWYORK
Essex,ESSEX,New York,NEWYORK
Franklin,FRANKLIN,New York,NEWYORK
Fulton,FULTON,New York,NEWYORK
Genesee,GENESEE,New York,NEWYORK
Greene,GREENE,New York,NEWYORK
Hamilton,HAMILTON,New York,NEWYORK
Herkimer,HERKIMER,New York,NEWYORK
Jefferson,JEFFERSON,New York,NEWYORK
Kings,KINGS,New York,NEWYORK
Lewis,LEWIS,New York,NEWYORK
Livingston,LIVINGSTON,New York,NEWYORK
Madison,MADISON,New York,NEWYORK
Monroe,MONROE,New York,NEWYORK
Montgomery,MONTGOMERY,New York,NEWYORK
Nassau,NASSAU,New York,NEWYORK
New York,NEWYORK,New York,NEWYORK
Niagara,NIAGARA,New York,NEWYORK
Oneida,ONEIDA,New York,NEWYORK
Onondaga,ONONDAGA,New York,NEWYORK
Ontario,ONTARIO,New York,NEWYORK
Orange,ORANGE,New York,NEWYORK
Orleans,ORLEANS,New York,NEWYORK
Oswego,OSWEGO,New York,NEWYORK
Otsego,OTSEGO,New York,NEWYORK
Putnam,PUTNAM,New York,NEWYORK
Queens,QUEENS,New York,NEWYORK
Rensselaer,RENSSELAER,New York,NEWYORK
Richmond,RICHMOND,New York,NEWYORK
Rockland,ROCKLAND,New York,NEWYORK
St. Lawrence,ST.LAWRENCE,New York,NEWYORK
Saratoga,SARATOGA,New York,NEWYORK
Schenectady,SCHENECTADY,New York,NEWYORK
Schoharie,SCHOHARIE,New York,NEWYORK
Schuyler,SCHUYLER,New York,NEWYORK
Seneca,SENECA,New York,NEWYORK
Steuben,STEUBEN,New York,NEWYORK
Suffolk,SUFFOLK,New York,NEWYORK
Sullivan,SULLIVAN,New York,NEWYORK
Tioga,TIOGA,New York,NEWYORK
Tompkins,TOMPKINS,New York,NEWYORK
Ulster,ULSTER,New York,NEWYORK
Warren,WARREN,New York,NEWYORK
Washington,WASHINGTON,New York,NEWYORK
Wayne,WAYNE,New York,NEWYORK
Westchester,WESTCHESTER,New York,NEWYORK
Wyoming,WYOMING,New York,NEWYORK
Yates,YATES,New York,NEWYORK
Alamance,ALAMANCE,North Carolina,NORTHCAROLINA
Alexander,ALEXANDER,North Carolina,NORTHCAROLINA
Alleghany,ALLEGHANY,North Carolina,NORTHCAROLINA
Anson,ANSON,North Carolina,NORTHCAROLINA
Ashe,ASHE,North Carolina,NORTHCAROLINA
Avery,AVERY,North Carolina,NORTHCAROLINA
Beaufort,BEAUFORT,North Carolina,NORTHCAROLINA
Bertie,BERTIE,North Carolina,NORTHCAROLINA
Bladen,BLADEN,North Carolina,NORTHCAROLINA
Brunswick,BRUNSWICK,North Carolina,NORTHCAROLINA
Buncombe,BUNCOMBE,North Carolina,NORTHCAROLINA
Burke,BURKE,North Carolina,NORTHCAROLINA
Cabarrus,CABARRUS,North Carolina,NORTHCAROLINA
Caldwell,CALDWELL,North Carolina,NORTHCAROLINA
Camden,CAMDEN,North Carolina,NORTHCAROLINA
Carteret,CARTERET,North Carolina,NORTHCAROLINA
Caswell,CASWELL,North Carolina,NORTHCAROLINA
Catawba,CATAWBA,North Carolina,NORTHCAROLINA
Chatham,CHATHAM,North Carolina,NORTHCAROLINA
Cherokee,CHEROKEE,North Carolina,NORTHCAROLINA
Chowan,CHOWAN,North Carolina,NORTHCAROLINA
Clay,CLAY,North Carolina,NORTHCAROLINA
Cleveland,CLEVELAND,North Carolina,NORTHCAROLINA
Columbus,COLUMBUS,North Carolina,NORTHCAROLINA
Craven,CRAVEN,North Carolina,NORTHCAROLINA
Cumberland,CUMBERLAND,North Carolina,NORTHCAROLINA
Currituck,CURRITUCK,North Carolina,NORTHCAROLINA
Dare,DARE,North Carolina,NORTHCAROLINA
Davidson,DAVIDSON,North Carolina,NORTHCAROLINA
Davie,DAVIE,North Carolina,NORTHCAROLINA
Duplin,DUPLIN,North Carolina,NORTHCAROLINA
Durham,DURHAM,North Carolina,NORTHCAROLINA
Edgecombe,EDGECOMBE,North Carolina,NORTHCAROLINA
Forsyth,FORSYTH,North Carolina,NORTHCAROLINA
Franklin,FRANKLIN,North Carolina,NORTHCAROLINA
Gaston,GASTON,North Carolina,NORTHCAROLINA
Gates,GATES,North Carolina,NORTHCAROLINA
Graham,GRAHAM,North Carolina,NORTHCAROLINA
Granville,GRANVILLE,North Carolina,NORTHCAROLINA
Greene,GREENE,North Carolina,NORTHCAROLINA
Guilford,GUILFORD,North Carolina,NORTHCAROLINA
Halifax,HALIFAX,North Carolina,NORTHCAROLINA
Harnett,HARNETT,North Carolina,NORTHCAROLINA
Haywood,HAYWOOD,North Carolina,NORTHCAROLINA
Henderson,HENDERSON,North Carolina,NORTHCAROLINA
Hertford,HERTFORD,North Carolina,NORTHCAROLINA
Hoke,HOKE,North Carolina,NORTHCAROLINA
Hyde,HYDE,North Carolina,NORTHCAROLINA
Iredell,IREDELL,North Carolina,NORTHCAROLINA
Jackson,JACKSON,North Carolina,NORTHCAROLINA
Johnston,JOHNSTON,North Carolina,NORTHCAROLINA
Jones,JONES,North Carolina,NORTHCAROLINA
Lee,LEE,North Carolina,NORTHCAROLINA
Lenoir,LENOIR,North Carolina,NORTHCAROLINA
Lincoln,LINCOLN,North Carolina,NORTHCAROLINA
McDowell,MCDOWELL,North Carolina,NORTHCAROLINA
Macon,MACON,North Carolina,NORTHCAROLINA
Madison,MADISON,North Carolina,NORTHCAROLINA
Martin,MARTIN,North Carolina,NORTHCAROLINA
Mecklenburg,MECKLENBURG,North Carolina,NORTHCAROLINA
Mitchell,MITCHELL,North Carolina,NORTHCAROLINA
Montgomery,MONTGOMERY,North Carolina,NORTHCAROLINA
Moore,MOORE,North Carolina,NORTHCAROLINA
Nash,NASH,North Carolina,NORTHCAROLINA
New Hanover,NEWHANOVER,North Carolina,NORTHCAROLINA
Northampton,NORTHAMPTON,North Carolina,NORTHCAROLINA
Onslow,ONSLOW,North Carolina,NORTHCAROLINA
Orange,ORANGE,North Carolina,NORTHCAROLINA
Pamlico,PAMLICO,North Carolina,NORTHCAROLINA
Pasquotank,PASQUOTANK,North Carolina,NORTHCAROLINA
Pender,PENDER,North Carolina,NORTHCAROLINA
Perquimans,PERQUIMANS,North Carolina,NORTHCAROLINA
Person,PERSON,North Carolina,NORTHCAROLINA
Pitt,PITT,North Carolina,NORTHCAROLINA
Polk,POLK,North Carolina,NORTHCAROLINA
Randolph,RANDOLPH,North Carolina,NORTHCAROLINA
Richmond,RICHMOND,North Carolina,NORTHCAROLINA
Robeson,ROBESON,North Carolina,NORTHCAROLINA
Rockingham,ROCKINGHAM,North Carolina,NORTHCAROLINA
Rowan,ROWAN,North Carolina,NORTHCAROLINA
Rutherford,RUTHERFORD,North Carolina,NORTHCAROLINA
Sampson,SAMPSON,North Carolina,NORTHCAROLINA
Scotland,SCOTLAND,North Carolina,NORTHCAROLINA
Stanly,STANLY,North Carolina,NORTHCAROLINA
Stokes,STOKES,North Carolina,NORTHCAROLINA
Surry,SURRY,North Carolina,NORTHCAROLINA
Swain,SWAIN,North Carolina,NORTHCAROLINA
Transylvania,TRANSYLVANIA,North Carolina,NORTHCAROLINA
Tyrrell,TYRRELL,North Carolina,NORTHCAROLINA
Union,UNION,North Carolina,NORTHCAROLINA
Vance,VANCE,North Carolina,NORTHCAROLINA
Wake,WAKE,North Carolina,NORTHCAROLINA
Warren,WARREN,North Carolina,NORTHCAROLINA
Washington,WASHINGTON,North Carolina,NORTHCAROLINA
Watauga,WATAUGA,North Carolina,NORTHCAROLINA
Wayne,WAYNE,North Carolina,NORTHCAROLINA
Wilkes,WILKES,North Carolina,NORTHCAROLINA
Wilson,WILSON,North Carolina,NORTHCAROLINA
Yadkin,YADKIN,North Carolina,NORTHCAROLINA
Yancey,YANCEY,North Carolina,NORTHCAROLINA
Adams,ADAMS,North Dakota,NORTHDAKOTA
Barnes,BARNES,North Dakota,NORTHDAKOTA
Benson,BENSON,North Dakota,NORTHDAKOTA
Billings,BILLINGS,North Dakota,NORTHDAKOTA
Bottineau,BOTTINEAU,North Dakota,NORTHDAKOTA
Bowman,BOWMAN,North Dakota,NORTHDAKOTA
Burke,BURKE,North Dakota,NORTHDAKOTA
Burleigh,BURLEIGH,North Dakota,NORTHDAKOTA
Cass,CASS,North Dakota,NORTHDAKOTA
Cavalier,CAVALIER,North Dakota,NORTHDAKOTA
Dickey,DICKEY,North Dakota,NORTHDAKOTA
Divide,DIVIDE,North Dakota,NORTHDAKOTA
Dunn,DUNN,North Dakota,NORTHDAKOTA
Eddy,EDDY,North Dakota,NORTHDAKOTA
Emmons,EMMONS,North Dakota,NORTHDAKOTA
Foster,FOSTER,North Dakota,NORTHDAKOTA
Golden Valley,GOLDENVALLEY,North Dakota,NORTHDAKOTA
Grand Forks,GRANDFORKS,North Dakota,NORTHDAKOTA
Grant,GRANT,North Dakota,NORTHDAKOTA
Griggs,GRIGGS,North Dakota,NORTHDAKOTA
Hettinger,HETTINGER,North Dakota,NORTHDAKOTA
Kidder,KIDDER,North Dakota,NORTHDAKOTA
LaMoure,LAMOURE,North Dakota,NORTHDAKOTA
Logan,LOGAN,North Dakota,NORTHDAKOTA
McHenry,MCHENRY,North Dakota,NORTHDAKOTA
McIntosh,MCINTOSH,North Dakota,NORTHDAKOTA
McKenzie,MCKENZIE,North Dakota,NORTHDAKOTA
McLean,MCLEAN,North Dakota,NORTHDAKOTA
Mercer,MERCER,North Dakota,NORTHDAKOTA
Morton,MORTON,North Dakota,NORTHDAKOTA
Mountrail,MOUNTRAIL,North Dakota,NORTHDAKOTA
Nelson,NELSON,North Dakota,NORTHDAKOTA
Oliver,OLIVER,North Dakota,NORTHDAKOTA
Pembina,PEMBINA,North Dakota,NORTHDAKOTA
Pierce,PIERCE,North Dakota,NORTHDAKOTA
Ramsey,RAMSEY,North Dakota,NORTHDAKOTA
Ransom,RANSOM,North Dakota,NORTHDAKOTA
Renville,RENVILLE,North Dakota,NORTHDAKOTA
Richland,RICHLAND,North Dakota,NORTHDAKOTA
Rolette,ROLETTE,North Dakota,NORTHDAKOTA
Sargent,SARGENT,North Dakota,NORTHDAKOTA
Sheridan,SHERIDAN,North Dakota,NORTHDAKOTA
Sioux,SIOUX,North Dakota,NORTHDAKOTA
Slope,SLOPE,North Dakota,NORTHDAKOTA
Stark,STARK,North Dakota,NORTHDAKOTA
Steele,STEELE,North Dakota,NORTHDAKOTA
Stutsman,STUTSMAN,North Dakota,NORTHDAKOTA
Towner,TOWNER,North Dakota,NORTHDAKOTA
Traill,TRAILL,North Dakota,NORTHDAKOTA
Walsh,WALSH,North Dakota,NORTHDAKOTA
Ward,WARD,North Dakota,NORTHDAKOTA
Wells,WELLS,North Dakota,NORTHDAKOTA
Williams,WILLIAMS,North Dakota,NORTHDAKOTA
Adams,ADAMS,Ohio,OHIO
Allen,ALLEN,Ohio,OHIO
Ashland,ASHLAND,Ohio,OHIO
Ashtabula,ASHTABULA,Ohio,OHIO
Athens,ATHENS,Ohio,OHIO
Auglaize,AUGLAIZE,Ohio,OHIO
Belmont,BELMONT,Ohio,OHIO
Brown,BROWN,Ohio,OHIO
Butler,BUTLER,Ohio,OHIO
Carroll,CARROLL,Ohio,OHIO
Champaign,CHAMPAIGN,Ohio,OHIO
Clark,CLARK,Ohio,OHIO
Clermont,CLERMONT,Ohio,OHIO
Clinton,CLINTON,Ohio,OHIO
Columbiana,COLUMBIANA,Ohio,OHIO
Coshocton,COSHOCTON,Ohio,OHIO
Crawford,CRAWFORD,Ohio,OHIO
Cuyahoga,CUYAHOGA,Ohio,OHIO
Darke,DARKE,Ohio,OHIO
Defiance,DEFIANCE,Ohio,OHIO
Delaware,DELAWARE,Ohio,OHIO
Erie,ERIE,Ohio,OHIO
Fairfield,FAIRFIELD,Ohio,OHIO
Fayette,FAYETTE,Ohio,OHIO
Franklin,FRANKLIN,Ohio,OHIO
Fulton,FULTON,Ohio,OHIO
Gallia,GALLIA,Ohio,OHIO
Geauga,GEAUGA,Ohio,OHIO
Greene,GREENE,Ohio,OHIO
Guernsey,GUERNSEY,Ohio,OHIO
Hamilton,HAMILTON,Ohio,OHIO
Hancock,HANCOCK,Ohio,OHIO
Hardin,HARDIN,Ohio,OHIO
Harrison,HARRISON,Ohio,OHIO
Henry,HENRY,Ohio,OHIO
Highland,HIGHLAND,Ohio,OHIO
Hocking,HOCKING,Ohio,OHIO
Holmes,HOLMES,Ohio,OHIO
Huron,HURON,Ohio,OHIO
Jackson,JACKSON,Ohio,OHIO
Jefferson,JEFFERSON,Ohio,OHIO
Knox,KNOX,Ohio,OHIO
Lake,LAKE,Ohio,OHIO
Lawrence,LAWRENCE,Ohio,OHIO
Licking,LICKING,Ohio,OHIO
Logan,LOGAN,Ohio,OHIO
Lorain,LORAIN,Ohio,OHIO
Lucas,LUCAS,Ohio,OHIO
Madison,MADISON,Ohio,OHIO
Mahoning,MAHONING,Ohio,OHIO
Marion,MARION,Ohio,OHIO
Medina,MEDINA,Ohio,OHIO
Meigs,MEIGS,Ohio,OHIO
Mercer,MERCER,Ohio,OHIO
Miami,MIAMI,Ohio,OHIO
Monroe,MONROE,Ohio,OHIO
Montgomery,MONTGOMERY,Ohio,OHIO
Morgan,MORGAN,Ohio,OHIO
Morrow,MORROW,Ohio,OHIO
Muskingum,MUSKINGUM,Ohio,OHIO
Noble,NOBLE,Ohio,OHIO
Ottawa,OTTAWA,Ohio,OHIO
Paulding,PAULDING,Ohio,OHIO
Perry,PERRY,Ohio,OHIO
Pickaway,PICKAWAY,Ohio,OHIO
Pike,PIKE,Ohio,OHIO
Portage,PORTAGE,Ohio,OHIO
Preble,PREBLE,Ohio,OHIO
Putnam,PUTNAM,Ohio,OHIO
Richland,RICHLAND,Ohio,OHIO
Ross,ROSS,Ohio,OHIO
Sandusky,SANDUSKY,Ohio,OHIO
Scioto,SCIOTO,Ohio,OHIO
Seneca,SENECA,Ohio,OHIO
Shelby,SHELBY,Ohio,OHIO
Stark,STARK,Ohio,OHIO
Summit,SUMMIT,Ohio,OHIO
Trumbull,TRUMBULL,Ohio,OHIO
Tuscarawas,TUSCARAWAS,Ohio,OHIO
Union,UNION,Ohio,OHIO
Van Wert,VANWERT,Ohio,OHIO
Vinton,VINTON,Ohio,OHIO
Warren,WARREN,Ohio,OHIO
Washington,WASHINGTON,Ohio,OHIO
Wayne,WAYNE,Ohio,OHIO
Williams,WILLIAMS,Ohio,OHIO
Wood,WOOD,Ohio,OHIO
Wyandot,WYANDOT,Ohio,OHIO
Adair,ADAIR,Oklahoma,OKLAHOMA
Alfalfa,ALFALFA,Oklahoma,OKLAHOMA
Atoka,ATOKA,Oklahoma,OKLAHOMA
Beaver,BEAVER,Oklahoma,OKLAHOMA
Beckham,BECKHAM,Oklahoma,OKLAHOMA
Blaine,BLAINE,Oklahoma,OKLAHOMA
Bryan,BRYAN,Oklahoma,OKLAHOMA
Caddo,CADDO,Oklahoma,OKLAHOMA
Canadian,CANADIAN,Oklahoma,OKLAHOMA
Carter,CARTER,Oklahoma,OKLAHOMA
Cherokee,CHEROKEE,Oklahoma,OKLAHOMA
Choctaw,CHOCTAW,Oklahoma,OKLAHOMA
Cimarron,CIMARRON,Oklahoma,OKLAHOMA
Cleveland,CLEVELAND,Oklahoma,OKLAHOMA
Coal,COAL,Oklahoma,OKLAHOMA
Comanche,COMANCHE,Oklahoma,OKLAHOMA
Cotton,COTTON,Oklahoma,OKLAHOMA
Craig,CRAIG,Oklahoma,OKLAHOMA
Creek,CREEK,Oklahoma,OKLAHOMA
Custer,CUSTER,Oklahoma,OKLAHOMA
Delaware,DELAWARE,Oklahoma,OKLAHOMA
Dewey,DEWEY,Oklahoma,OKLAHOMA
Ellis,ELLIS,Oklahoma,OKLAHOMA
Garfield,GARFIELD,Oklahoma,OKLAHOMA
Garvin,GARVIN,Oklahoma,OKLAHOMA
Grady,GRADY,Oklahoma,OKLAHOMA
Grant,GRANT,Oklahoma,OKLAHOMA
Greer,GREER,Oklahoma,OKLAHOMA
Harmon,HARMON,Oklahoma,OKLAHOMA
Harper,HARPER,Oklahoma,OKLAHOMA
Haskell,HASKELL,Oklahoma,OKLAHOMA
Hughes,HUGHES,Oklahoma,OKLAHOMA
Jackson,JACKSON,Oklahoma,OKLAHOMA
Jefferson,JEFFERSON,Oklahoma,OKLAHOMA
Johnston,JOHNSTON,Oklahoma,OKLAHOMA
Kay,KAY,Oklahoma,OKLAHOMA
Kingfisher,KINGFISHER,Oklahoma,OKLAHOMA
Kiowa,KIOWA,Oklahoma,OKLAHOMA
Latimer,LATIMER,Oklahoma,OKLAHOMA
Le Flore,LEFLORE,Oklahoma,OKLAHOMA
Lincoln,LINCOLN,Oklahoma,OKLAHOMA
Logan,LOGAN,Oklahoma,OKLAHOMA
Love,LOVE,Oklahoma,OKLAHOMA
McClain,MCCLAIN,Oklahoma,OKLAHOMA
McCurtain,MCCURTAIN,Oklahoma,OKLAHOMA
McIntosh,MCINTOSH,Oklahoma,OKLAHOMA
Major,MAJOR,Oklahoma,OKLAHOMA
Marshall,MARSHALL,Oklahoma,OKLAHOMA
Mayes,MAYES,Oklahoma,OKLAHOMA
Murray,MURRAY,Oklahoma,OKLAHOMA
Muskogee,MUSKOGEE,Oklahoma,OKLAHOMA
Noble,NOBLE,Oklahoma,OKLAHOMA
Nowata,NOWATA,Oklahoma,OKLAHOMA
Okfuskee,OKFUSKEE,Oklahoma,OKLAHOMA
Oklahoma,OKLAHOMA,Oklahoma,OKLAHOMA
Okmulgee,OKMULGEE,Oklahoma,OKLAHOMA
Osage,OSAGE,Oklahoma,OKLAHOMA
Ottawa,OTTAWA,Oklahoma,OKLAHOMA
Pawnee,PAWNEE,Oklahoma,OKLAHOMA
Payne,PAYNE,Oklahoma,OKLAHOMA
Pittsburg,PITTSBURG,Oklahoma,OKLAHOMA
Pontotoc,PONTOTOC,Oklahoma,OKLAHOMA
Pottawatomie,POTTAWATOMIE,Oklahoma,OKLAHOMA
Pushmataha,PUSHMATAHA,Oklahoma,OKLAHOMA
Roger Mills,ROGERMILLS,Oklahoma,OKLAHOMA
Rogers,ROGERS,Oklahoma,OKLAHOMA
Seminole,SEMINOLE,Oklahoma,OKLAHOMA
Sequoyah,SEQUOYAH,Oklahoma,OKLAHOMA
Stephens,STEPHENS,Oklahoma,OKLAHOMA
Texas,TEXAS,Oklahoma,OKLAHOMA
Tillman,TILLMAN,Oklahoma,OKLAHOMA
Tulsa,TULSA,Oklahoma,OKLAHOMA
Wagoner,WAGONER,Oklahoma,OKLAHOMA
Washington,WASHINGTON,Oklahoma,OKLAHOMA
Washita,WASHITA,Oklahoma,OKLAHOMA
Woods,WOODS,Oklahoma,OKLAHOMA
Woodward,WOODWARD,Oklahoma,OKLAHOMA
Baker,BAKER,Oregon,OREGON
Benton,BENTON,Oregon,OREGON
Clackamas,CLACKAMAS,Oregon,OREGON
Clatsop,CLATSOP,Oregon,OREGON
Columbia,COLUMBIA,Oregon,OREGON
Coos,COOS,Oregon,OREGON
Crook,CROOK,Oregon,OREGON
Curry,CURRY,Oregon,OREGON
Deschutes,DESCHUTES,Oregon,OREGON
Douglas,DOUGLAS,Oregon,OREGON
Gilliam,GILLIAM,Oregon,OREGON
Grant,GRANT,Oregon,OREGON
Harney,HARNEY,Oregon,OREGON
Hood River,HOODRIVER,Oregon,OREGON
Jackson,JACKSON,Oregon,OREGON
Jefferson,JEFFERSON,Oregon,OREGON
Josephine,JOSEPHINE,Oregon,OREGON
Klamath,KLAMATH,Oregon,OREGON
Lake,LAKE,Oregon,OREGON
Lane,LANE,Oregon,OREGON
Lincoln,LINCOLN,Oregon,OREGON
Linn,LINN,Oregon,OREGON
Malheur,MALHEUR,Oregon,OREGON
Marion,MARION,Oregon,OREGON
Morrow,MORROW,Oregon,OREGON
Multnomah,MULTNOMAH,Oregon,OREGON
Polk,POLK,Oregon,OREGON
Sherman,SHERMAN,Oregon,OREGON
Tillamook,TILLAMOOK,Oregon,OREGON
Umatilla,UMATILLA,Oregon,OREGON
Union,UNION,Oregon,OREGON
Wallowa,WALLOWA,Oregon,OREGON
Wasco,WASCO,Oregon,OREGON
Washington,WASHINGTON,Oregon,OREGON
Wheeler,WHEELER,Oregon,OREGON
Yamhill,YAMHILL,Oregon,OREGON
Adams,ADAMS,Pennsylvania,PENNSYLVANIA
Allegheny,ALLEGHENY,Pennsylvania,PENNSYLVANIA
Armstrong,ARMSTRONG,Pennsylvania,PENNSYLVANIA
Beaver,BEAVER,Pennsylvania,PENNSYLVANIA
Bedford,BEDFORD,Pennsylvania,PENNSYLVANIA
Berks,BERKS,Pennsylvania,PENNSYLVANIA
