"PROVIDER","NEW_PROV","STATUS17","SHORTNAME","PNAME","PCITY","PSTATE","PZIP","HSA","HSANAME","HRR","HRRNAME","FCOUNTY","FCNTYNAME","POSbeds","SYSNAME","AHAbeds","CATEGORY","TEACHSTATUS","HOSPTYPE","NCI_CENTER","EXCL_FLAG","ICU_FLAG"
"390073","390073","9.OK?","Upmc Altoona","UPMC ALTOONA","ALTOONA","PA","16601",39004,"PA- ALTOONA",347,"PA- ALTOONA","42013","PA-Blair County",297,"UPMC",346,,,"4.Other acute care hosp",,"9.OK?",
"390076","390076","9.OK?","Brandywine Hospital","BRANDYWINE HOSPITAL","COATESVILLE","PA","19320",39017,"PA- COATESVILLE",355,"PA- LANCASTER","42029","PA-Chester County",148,"Tower Health",169,,,"4.Other acute care hosp",,"9.OK?",
"390079","390079","9.OK?","Robert Packer Hospital","ROBERT PACKER HOSPITAL","SAYRE","PA","18840",39108,"PA- SAYRE",359,"PA- SAYRE","42015","PA-Bradford County",226,"Guthrie Clinic",254,,,"4.Other acute care hosp",,"9.OK?",
"390080","390080","9.OK?","Jeanes Hospital","JEANES HOSPITAL","PHILADELPHIA","PA","19111",39095,"PA- PHILADELPHIA",356,"PA- PHILADELPHIA","42101","PA-Philadelphia County",136,"Temple University Health System",146,,,"4.Other acute care hosp",,"9.OK?",
"390081","390081","9.OK?","Delaware County Memorial Hosp","DELAWARE COUNTY MEMORIAL HOSPITAL","DREXEL HILL","PA","19026",39034,"PA- DREXEL HILL",356,"PA- PHILADELPHIA","42045","PA-Delaware County",192,"Prospect Medical Holdings",168,,,"4.Other acute care hosp",,"9.OK?",
"390084","390084","9.OK?","Sunbury Community Hospital","SUNBURY COMMUNITY HOSPITAL","SUNBURY","PA","17801",39119,"PA- SUNBURY",350,"PA- DANVILLE","42097","PA-Northumberland County",49,"UPMC Susquehanna",70,,,"4.Other acute care hosp",,"9.OK?",
"390086","390086","9.OK?","Penn Highlands Dubois","PENN HIGHLANDS DUBOIS","DUBOIS","PA","15801",39035,"PA- DUBOIS",357,"PA- PITTSBURGH","42033","PA-Clearfield County",138,,219,,,"4.Other acute care hosp",,"9.OK?",
"390090","390090","9.OK?","West Penn Hospital","WEST PENN HOSPITAL","PITTSBURGH","PA","15224",39098,"PA- PITTSBURGH",357,"PA- PITTSBURGH","42003","PA-Allegheny County",253,"Allegheny Health Network",309,"Integrated","Major Teaching","1.Integrated AMC",,"9.OK?",
"390091","390091","9.OK?","Upmc Northwest","UPMC NORTHWEST","SENECA","PA","16346",39044,"PA- FRANKLIN",351,"PA- ERIE","42121","PA-Venango County",53,"UPMC",112,,,"4.Other acute care hosp",,"9.OK?",
"390093","390093","9.OK?","Clarion Hospital","CLARION HOSPITAL","CLARION","PA","16214",39024,"PA- CLARION",357,"PA- PITTSBURGH","42031","PA-Clarion County",46,"QHR",66,,,"4.Other acute care hosp",,"9.OK?",
"390096","390096","9.OK?","Penn State Health St. Joseph","ST JOSEPH MEDICAL CENTER","READING","PA","19605",39103,"PA- READING",358,"PA- READING","42011","PA-Berks County",152,"Penn State Hershey Health System",144,,,"4.Other acute care hosp",,"9.OK?",
"390097","390097","9.OK?","Holy Redeemer Hospital","HOLY REDEEMER HOSPITAL AND MEDICAL CENTER","MEADOWBROOK","PA","19046",39001,"PA- ABINGTON",356,"PA- PHILADELPHIA","42091","PA-Montgomery County",144,,242,,,"4.Other acute care hosp",,"9.OK?",
"390100","390100","9.OK?","Lancaster General Health","LANCASTER GENERAL HOSPITAL","LANCASTER","PA","17604",39063,"PA- LANCASTER",355,"PA- LANCASTER","42071","PA-Lancaster County",400,"University of Pennsylvania Health System",604,,,"4.Other acute care hosp",,"9.OK?",
"390101","390101","9.OK?","Memorial Hospital-York","MEMORIAL HOSPITAL","YORK","PA","17403",39140,"PA- YORK",363,"PA- YORK","42133","PA-York County",104,"UPMC",100,,,"4.Other acute care hosp",,"9.OK?",
"390102","390102","9.OK?","Upmc St. Margaret","UPMC ST MARGARET","PITTSBURGH","PA","15215",39098,"PA- PITTSBURGH",357,"PA- PITTSBURGH","42003","PA-Allegheny County",185,"UPMC",208,,,"4.Other acute care hosp",,"9.OK?",
"390104","390104","9.OK?","Kane Community Hospital","KANE COMMUNITY HOSPITAL","KANE","PA","16735",39060,"PA- KANE",351,"PA- ERIE","42083","PA-McKean County",26,"UPMC",31,,,"4.Other acute care hosp",,"9.OK?",
"390107","390107","9.OK?","Upmc Passavant","UPMC PASSAVANT","PITTSBURGH","PA","15237",39098,"PA- PITTSBURGH",357,"PA- PITTSBURGH","42003","PA-Allegheny County",290,"UPMC",286,,,"4.Other acute care hosp",,"9.OK?",
"390110","390110","9.OK?","Conemaugh Memorial Med Ctr","CONEMAUGH MEMORIAL MEDICAL CENTER","JOHNSTOWN","PA","15905",39059,"PA- JOHNSTOWN",354,"PA- JOHNSTOWN","42021","PA-Cambria County",377,"Duke LifePoint Healthcare",539,,,"4.Other acute care hosp",,"9.OK?",
"390111","390111","9.OK?","Hosp Of The Univ Of Pennsylvania","HOSPITAL OF UNIV OF PENNSYLVANIA","PHILADELPHIA","PA","19104",39095,"PA- PHILADELPHIA",356,"PA- PHILADELPHIA","42101","PA-Philadelphia County",521,"University of Pennsylvania Health System",797,"Integrated","Major Teaching","1.Integrated AMC","1.NCI-CCC","9.OK?",
"390112","390112","9.OK?","Chan Soon-Shiong Medical Center","CHAN SOON- SHIONG MEDICAL CENTER AT WINDBER","WINDBER","PA","15963",39139,"PA- WINDBER",354,"PA- JOHNSTOWN","42111","PA-Somerset County",48,,54,,,"4.Other acute care hosp",,"9.OK?",
"390113","390113","9.OK?","Meadville Medical Center","MEADVILLE MEDICAL CENTER","MEADVILLE","PA","16335",39077,"PA- MEADVILLE",351,"PA- ERIE","42039","PA-Crawford County",150,"Meadville Medical Center",202,,,"4.Other acute care hosp",,"9.OK?",
"390114","390114","9.OK?","Magee-Womens Hospital Of Upmc","MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM","PITTSBURGH","PA","15213",39098,"PA- PITTSBURGH",357,"PA- PITTSBURGH","42003","PA-Allegheny County",335,"UPMC",301,,,"4.Other acute care hosp",,"9.OK?",
"390115","390115","9.OK?","Aria - Jefferson Health","ARIA HEALTH","PHILADELPHIA","PA","19114",39095,"PA- PHILADELPHIA",356,"PA- PHILADELPHIA","42101","PA-Philadelphia County",369,"Jefferson Health",464,,,"4.Other acute care hosp",,"9.OK?",
"390116","390116","9.OK?","Suburban Community Hospital","SUBURBAN COMMUNITY HOSPITAL","NORRISTOWN","PA","19401",39090,"PA- NORRISTOWN",356,"PA- PHILADELPHIA","42091","PA-Montgomery County",58,"Prime Healthcare Services",126,,,"4.Other acute care hosp",,"9.OK?",
"390117","390117","9.OK?","Upmc Bedford Memorial","UPMC BEDFORD MEMORIAL","EVERETT","PA","15537",39042,"PA- EVERETT",347,"PA- ALTOONA","42009","PA-Bedford County",77,"UPMC",27,,,"4.Other acute care hosp",,"9.OK?",
"390118","390118","9.OK?","Bradford Regional Medical Center","BRADFORD REGIONAL MEDICAL CENTER","BRADFORD","PA","16701",39011,"PA- BRADFORD",351,"PA- ERIE","42083","PA-McKean County",67,"Upper Allegheny Health System",107,,,"4.Other acute care hosp",,"9.OK?",
"390119","390119","9.OK?","Moses Taylor Hospital","MOSES TAYLOR HOSPITAL","SCRANTON","PA","18510",39109,"PA- SCRANTON",360,"PA- SCRANTON","42069","PA-Lackawanna County",112,"Community Health Systems, Inc.",213,,,"4.Other acute care hosp",,"9.OK?",
"390123","390123","9.OK?","Pottstown Memorial Med Ctr","POTTSTOWN HOSPITAL","POTTSTOWN","PA","19464",39099,"PA- POTTSTOWN",358,"PA- READING","42091","PA-Montgomery County",123,"Tower Health",232,,,"4.Other acute care hosp",,"9.OK?",
"390125","390125","9.OK?","Wayne Memorial Hospital","WAYNE MEMORIAL HOSPITAL","HONESDALE","PA","18431",39054,"PA- HONESDALE",360,"PA- SCRANTON","42127","PA-Wayne County",74,,87,,,"4.Other acute care hosp",,"9.OK?",
"390127","390127","9.OK?","Phoenixville Hospital","PHOENIXVILLE HOSPITAL","PHOENIXVILLE","PA","19460",39097,"PA- PHOENIXVILLE",356,"PA- PHILADELPHIA","42029","PA-Chester County",93,"Tower Health",139,,,"4.Other acute care hosp",,"9.OK?",
"390130","390130","9.OK?","Conemaugh Miners Medical Center","CONEMAUGH MINERS MEDICAL CENTER","HASTINGS","PA","16646",39115,"PA- SPANGLER",354,"PA- JOHNSTOWN","42021","PA-Cambria County",25,"Duke LifePoint Healthcare",30,,,"4.Other acute care hosp",,"9.OK?","noICUdays"
"390133","390133","9.OK?","Lehigh Valley Hosp-Allentown","LEHIGH VALLEY HOSPITAL","ALLENTOWN","PA","18105",39003,"PA- ALLENTOWN",346,"PA- ALLENTOWN","42077","PA-Lehigh County",412,"Lehigh Valley Health Network",863,"Independent","Other Teaching","2.Other teaching hosp",,"9.OK?",
"390137","390137","9.OK?","Wilkes-Barre General Hospital","WILKES-BARRE GENERAL HOSPITAL","WILKES-BARRE","PA","18764",39137,"PA- WILKES-BARRE",362,"PA- WILKES-BARRE","42079","PA-Luzerne County",272,"Community Health Systems, Inc.",374,,,"4.Other acute care hosp",,"9.OK?",
"390138","390138","9.OK?","Waynesboro Hospital","WAYNESBORO HOSPITAL","WAYNESBORO","PA","17268",39132,"PA- WAYNESBORO",352,"PA- HARRISBURG","42055","PA-Franklin County",47,"Summit Health",56,,,"4.Other acute care hosp",,"9.OK?",
"390139","390139","9.OK?","Bryn Mawr Hospital","MAIN LINE HOSPITAL BRYN MAWR CAMPUS","BRYN MAWR","PA","19010",39015,"PA- BRYN MAWR",356,"PA- PHILADELPHIA","42045","PA-Delaware County",202,"Main Line Health",287,,,"4.Other acute care hosp",,"9.OK?",
"390142","390142","9.OK?","Einstein Medical Ctr Philadelphia","ALBERT EINSTEIN MEDICAL CENTER","PHILADELPHIA","PA","19141",39095,"PA- PHILADELPHIA",356,"PA- PHILADELPHIA","42101","PA-Philadelphia County",322,"Einstein Healthcare Network",434,"Independent","Major Teaching","2.Other teaching hosp",,"9.OK?",
"390145","390145","9.OK?","Excela Health Westmoreland Hosp","EXCELA HEALTH WESTMORELAND HOSPITAL","GREENSBURG","PA","15601",39046,"PA- GREENSBURG",357,"PA- PITTSBURGH","42129","PA-Westmoreland County",284,"Excela Health",270,,,"4.Other acute care hosp",,"9.OK?",
"390146","390146","9.OK?","Warren General Hospital","WARREN GENERAL HOSPITAL","WARREN","PA","16365",39130,"PA- WARREN",351,"PA- ERIE","42123","PA-Warren County",45,,87,,,"4.Other acute care hosp",,"9.OK?",
"390147","390147","9.OK?","Monongahela Valley Hospital","MONONGAHELA VALLEY HOSPITAL","MONONGAHELA","PA","15063",39081,"PA- MONONGAHELA",357,"PA- PITTSBURGH","42125","PA-Washington County",159,,200,,,"4.Other acute care hosp",,"9.OK?",
"390150","390150","9.OK?","Washington Health System Greene","WASHINGTON HEALTH SYSTEM GREENE","WAYNESBURG","PA","15370",39133,"PA- WAYNESBURG",445,"WV- MORGANTOWN","42059","PA-Greene County",43,"Washington Health System",49,,,"4.Other acute care hosp",,"9.OK?","noICUdays"
"390151","390151","9.OK?","Chambersburg Hospital","CHAMBERSBURG HOSPITAL","CHAMBERSBURG","PA","17201",39022,"PA- CHAMBERSBURG",352,"PA- HARRISBURG","42055","PA-Franklin County",186,"Summit Health",271,,,"4.Other acute care hosp",,"9.OK?",
"390153","390153","9.OK?","Paoli Hospital","MAIN LINE HOSPITAL PAOLI","PAOLI","PA","19301",39093,"PA- PAOLI",356,"PA- PHILADELPHIA","42029","PA-Chester County",90,"Main Line Health",231,,,"4.Other acute care hosp",,"9.OK?",
"390156","390156","9.OK?","Mercy Fitzgerald Hospital","MERCY FITZGERALD HOSPITAL","DARBY","PA","19023",39032,"PA- DARBY",356,"PA- PHILADELPHIA","42045","PA-Delaware County",234,"Trinity Health",340,,,"4.Other acute care hosp",,"9.OK?",
"390157","390157","9.OK?","Ohio Valley Hospital","OHIO VALLEY GENERAL HOSPITAL","MCKEES ROCKS","PA","15136",39074,"PA- MCKEES ROCKS",357,"PA- PITTSBURGH","42003","PA-Allegheny County",92,,124,,,"4.Other acute care hosp",,"9.OK?",
"390160","390160","9.OK?","Canonsburg General Hospital","CANONSBURG GENERAL HOSPITAL","CANONSBURG","PA","15317",39019,"PA- CANONSBURG",357,"PA- PITTSBURGH","42125","PA-Washington County",80,"Allegheny Health Network",87,,,"4.Other acute care hosp",,"9.OK?",
"390162","390162","9.OK?","Easton Hospital","EASTON HOSPITAL","EASTON","PA","18042",39037,"PA- EASTON",346,"PA- ALLENTOWN","42095","PA-Northampton County",196,"Steward Health Care System, LLC",196,,,"4.Other acute care hosp",,"9.OK?",
"390163","390163","9.OK?","Acmh Hospital","ACMH HOSPITAL","KITTANNING","PA","16201",39062,"PA- KITTANNING",357,"PA- PITTSBURGH","42005","PA-Armstrong County",81,,140,,,"4.Other acute care hosp",,"9.OK?",
"390164","390164","9.OK?","Upmc Presbyterian Shadyside","UPMC PRESBYTERIAN SHADYSIDE","PITTSBURGH","PA","15213",39098,"PA- PITTSBURGH",357,"PA- PITTSBURGH","42003","PA-Allegheny County",1059,"UPMC",1378,"Integrated","Major Teaching","1.Integrated AMC","1.NCI-CCC","9.OK?",
"390168","390168","9.OK?","Butler Health System","BUTLER MEMORIAL HOSPITAL","BUTLER","PA","16001",39016,"PA- BUTLER",357,"PA- PITTSBURGH","42019","PA-Butler County",247,,288,,,"4.Other acute care hosp",,"9.OK?",
"390173","390173","9.OK?","Indiana Regional Medical Center","INDIANA REGIONAL MEDICAL CENTER","INDIANA","PA","15701",39056,"PA- INDIANA",357,"PA- PITTSBURGH","42063","PA-Indiana County",104,,166,,,"4.Other acute care hosp",,"9.OK?",
"390174","390174","9.OK?","Thomas Jefferson University Hosp","THOMAS JEFFERSON UNIVERSITY HOSPITAL","PHILADELPHIA","PA","19107",39095,"PA- PHILADELPHIA",356,"PA- PHILADELPHIA","42101","PA-Philadelphia County",692,"Jefferson Health",899,"Integrated","Major Teaching","1.Integrated AMC","2.NCI-CC","9.OK?",
"390178","390178","9.OK?","Upmc Horizon","UPMC HORIZON","GREENVILLE","PA","16125",39047,"PA- GREENVILLE",351,"PA- ERIE","42085","PA-Mercer County",145,"UPMC",121,,,"4.Other acute care hosp",,"9.OK?",
"390179","390179","9.OK?","Penn Medicine Chester County Hosp","CHESTER COUNTY HOSPITAL","WEST CHESTER","PA","19380",39135,"PA- WEST CHESTER",356,"PA- PHILADELPHIA","42029","PA-Chester County",181,"University of Pennsylvania Health System",248,,,"4.Other acute care hosp",,"9.OK?",
"390180","390180","9.OK?","Crozer-Chester Medical Center","CROZER CHESTER MEDICAL CENTER","UPLAND","PA","19013",39128,"PA- UPLAND",356,"PA- PHILADELPHIA","42045","PA-Delaware County",429,"Prospect Medical Holdings",384,,,"4.Other acute care hosp",,"9.OK?",
"390183","390183","9.OK?","St. Luke's Hospital - Miners Campus","ST LUKE'S MINERS MEMORIAL HOSPITAL","COALDALE","PA","18218",39026,"PA- COALDALE",346,"PA- ALLENTOWN","42107","PA-Schuylkill County",74,"St. Luke's University Health Network",44,,,"4.Other acute care hosp",,"9.OK?",
"390184","390184","9.OK?","Highlands Hospital","HIGHLANDS HOSPITAL","CONNELLSVILLE","PA","15425",39028,"PA- CONNELLSVILLE",357,"PA- PITTSBURGH","42051","PA-Fayette County",33,,64,,,"4.Other acute care hosp",,"9.OK?","noICUdays"
"390185","390185","9.OK?","Lehigh Valley Hospital - Hazleton","LEHIGH VALLEY HOSPITAL - HAZLETON","HAZLETON","PA","18201",39052,"PA- HAZLETON",346,"PA- ALLENTOWN","42079","PA-Luzerne County",102,"Lehigh Valley Health Network",120,,,"4.Other acute care hosp",,"9.OK?",
"390192","390192","9.OK?","Tyler Memorial Hospital","TYLER MEMORIAL HOSPITAL","TUNKHANNOCK","PA","18657",39124,"PA- TUNKHANNOCK",359,"PA- SAYRE","42131","PA-Wyoming County",38,"Community Health Systems, Inc.",44,,,"4.Other acute care hosp",,"9.OK?",
"390194","390194","9.OK?","Blue Mountain Hosp- Gnaden Huetten","ST LUKE'S HOSPITAL-GNADEN HUETTEN CAMPUS","LEHIGHTON","PA","18235",39068,"PA- LEHIGHTON",346,"PA- ALLENTOWN","42025","PA-Carbon County",110,"St. Luke's University Health Network",159,,,"4.Other acute care hosp",,"9.OK?",
"390195","390195","9.OK?","Lankenau Medical Center","MAIN LINE HOSPITAL LANKENAU","WYNNEWOOD","PA","19096",39095,"PA- PHILADELPHIA",356,"PA- PHILADELPHIA","42091","PA-Montgomery County",218,"Main Line Health",370,"Independent","Major Teaching","2.Other teaching hosp",,"9.OK?",
"390196","390196","9.OK?","Fox Chase Cancer Center","HOSPITAL OF THE FOX CHASE CANCER CENTER","PHILADELPHIA","PA","19111",39095,"PA- PHILADELPHIA",356,"PA- PHILADELPHIA","42101","PA-Philadelphia County",100,"Temple University Health System",67,,,"4.Other acute care hosp","1.NCI-CCC","9.OK?",
"390197","390197","9.OK?","Sacred Heart Hospital","SACRED HEART HOSPITAL","ALLENTOWN","PA","18102",39003,"PA- ALLENTOWN",346,"PA- ALLENTOWN","42077","PA-Lehigh County",147,"St. Luke's University Health Network",90,,,"4.Other acute care hosp",,"9.OK?",
"390198","390198","9.OK?","Millcreek Community Hospital","MILLCREEK COMMUNITY HOSPITAL","ERIE","PA","16509",39041,"PA- ERIE",351,"PA- ERIE","42049","PA-Erie County",56,,168,,,"4.Other acute care hosp",,"9.OK?",
"390199","390199","9.OK?","Punxsutawney Area Hospital","PUNXSUTAWNEY AREA HOSPITAL","PUNXSUTAWNEY","PA","15767",39101,"PA- PUNXSUTAWNEY",357,"PA- PITTSBURGH","42065","PA-Jefferson County",35,,49,,,"4.Other acute care hosp",,"9.OK?",
"390201","390201","9.OK?","Pocono Medical Center","LEHIGH VALLEY HOSPITAL - POCONO","EAST STROUDSBURG","PA","18301",39036,"PA- EAST STROUDSBURG",346,"PA- ALLENTOWN","42089","PA-Monroe County",153,"Lehigh Valley Health Network",239,,,"4.Other acute care hosp",,"9.OK?",
"390203","390203","9.OK?","Doylestown Hospital","DOYLESTOWN HOSPITAL","DOYLESTOWN","PA","18901",39033,"PA- DOYLESTOWN",356,"PA- PHILADELPHIA","42017","PA-Bucks County",115,,232,,,"4.Other acute care hosp",,"9.OK?",
"390204","390204","9.OK?","Nazareth Hospital","NAZARETH HOSPITAL","PHILADELPHIA","PA","19152",39095,"PA- PHILADELPHIA",356,"PA- PHILADELPHIA","42101","PA-Philadelphia County",140,"Trinity Health",134,,,"4.Other acute care hosp",,"9.OK?",
"390211","390211","9.OK?","Sharon Regional Health System","SHARON REGIONAL HEALTH SYSTEM","SHARON","PA","16146",39113,"PA- SHARON",335,"OH- YOUNGSTOWN","42085","PA-Mercer County",140,"Steward Health Care System, LLC",218,,,"4.Other acute care hosp",,"9.OK?",
"390217","390217","9.OK?","Excela Frick Hospital","EXCELA HEALTH FRICK HOSPITAL","MOUNT PLEASANT","PA","15666",39084,"PA- MOUNT PLEASANT",357,"PA- PITTSBURGH","42129","PA-Westmoreland County",148,"Excela Health",33,,,"4.Other acute care hosp",,"9.OK?",
"390219","390219","9.OK?","Excela Latrobe Area Hospital","EXCELA HEALTH LATROBE HOSPITAL","LATROBE","PA","15650",39066,"PA- LATROBE",357,"PA- PITTSBURGH","42129","PA-Westmoreland County",137,"Excela Health",114,,,"4.Other acute care hosp",,"9.OK?",
"390220","390220","9.OK?","Jennersville Regional Hospital","JENNERSVILLE HOSPITAL","WEST GROVE","PA","19390",39136,"PA- WEST GROVE",355,"PA- LANCASTER","42029","PA-Chester County",63,"Tower Health",63,,,"4.Other acute care hosp",,"9.OK?",
"390222","390222","9.OK?","Riddle Hospital","RIDDLE MEMORIAL HOSPITAL","MEDIA","PA","19063",39079,"PA- MEDIA",356,"PA- PHILADELPHIA","42045","PA-Delaware County",190,"Main Line Health",204,,,"4.Other acute care hosp",,"9.OK?",
"390223","390223","9.OK?","Penn Presbyterian Medical Center","PENN PRESBYTERIAN MEDICAL CENTER","PHILADELPHIA","PA","19104",39095,"PA- PHILADELPHIA",356,"PA- PHILADELPHIA","42101","PA-Philadelphia County",240,"University of Pennsylvania Health System",350,,,"4.Other acute care hosp",,"9.OK?",
"390225","390225","9.OK?","Wellspan Ephrata Community Hospital","WELLSPAN EPHRATA COMMUNITY HOSPITAL","EPHRATA","PA","17522",39040,"PA- EPHRATA",355,"PA- LANCASTER","42071","PA-Lancaster County",62,"WellSpan Health",130,,,"4.Other acute care hosp",,"9.OK?",
"390226","390226","9.OK?","Pennsylvania Hospital","PENNSYLVANIA HOSPITAL","PHILADELPHIA","PA","19107",39095,"PA- PHILADELPHIA",356,"PA- PHILADELPHIA","42101","PA-Philadelphia County",289,"University of Pennsylvania Health System",475,,,"4.Other acute care hosp",,"9.OK?",
"390228","390228","9.OK?","St. Clair Hospital","ST CLAIR HOSPITAL","PITTSBURGH","PA","15243",39098,"PA- PITTSBURGH",357,"PA- PITTSBURGH","42003","PA-Allegheny County",261,,301,,,"4.Other acute care hosp",,"9.OK?",
"390231","390231","9.OK?","Abington Memorial Hospital","ABINGTON MEMORIAL HOSPITAL","ABINGTON","PA","19001",39001,"PA- ABINGTON",356,"PA- PHILADELPHIA","42091","PA-Montgomery County",429,"Jefferson Health",613,,,"4.Other acute care hosp",,"9.OK?",
"390233","390233","9.OK?","Hanover Hospital","HANOVER HOSPITAL","HANOVER","PA","17331",39049,"PA- HANOVER",363,"PA- YORK","42133","PA-York County",40,"UPMC",93,,,"4.Other acute care hosp",,"9.OK?",
"390236","390236","9.OK?","Guthrie Towanda Memorial Hospital","GUTHRIE TOWANDA MEMORIAL HOSPITAL","TOWANDA","PA","18848",39122,"PA- TOWANDA",359,"PA- SAYRE","42015","PA-Bradford County",31,"Guthrie Clinic",35,,,"4.Other acute care hosp",,"9.OK?",
"390237","390237","9.OK?","Regional Hospital Of Scranton","REGIONAL HOSPITAL OF SCRANTON","SCRANTON","PA","18501",39109,"PA- SCRANTON",360,"PA- SCRANTON","42069","PA-Lackawanna County",170,"Community Health Systems, Inc.",186,,,"4.Other acute care hosp",,"9.OK?",
"390256","390256","9.OK?","Penn St Milton S. Hershey Med Ctr","MILTON S HERSHEY MEDICAL CENTER","HERSHEY","PA","17033",39053,"PA- HERSHEY",352,"PA- HARRISBURG","42043","PA-Dauphin County",260,"Penn State Hershey Health System",530,"Independent","Major Teaching","2.Other teaching hosp",,"9.OK?",
"390258","390258","9.OK?","St. Mary Medical Center","ST MARY MEDICAL CENTER","LANGHORNE","PA","19047",39064,"PA- LANGHORNE",356,"PA- PHILADELPHIA","42017","PA-Bucks County",256,"Trinity Health",353,,,"4.Other acute care hosp",,"9.OK?",
"390263","390263","9.OK?","Lehigh Valley Hosp-Muhlenberg","LEHIGH VALLEY HOSPITAL - MUHLENBERG","BETHLEHEM","PA","18017",39008,"PA- BETHLEHEM",346,"PA- ALLENTOWN","42077","PA-Lehigh County",47,"Lehigh Valley Health Network",186,,,"4.Other acute care hosp",,"9.OK?",
"390265","390265","9.OK?","Jefferson Hospital","JEFFERSON HOSPITAL","JEFFERSON HILLS","PA","15025",39098,"PA- PITTSBURGH",357,"PA- PITTSBURGH","42003","PA-Allegheny County",280,"Allegheny Health Network",341,,,"4.Other acute care hosp",,"9.OK?",
"390266","390266","9.OK?","Grove City Medical Center","GROVE CITY MEDICAL CENTER","GROVE CITY","PA","16127",39048,"PA- GROVE CITY",357,"PA- PITTSBURGH","42085","PA-Mercer County",83,,35,,,"4.Other acute care hosp",,"9.OK?",
"390267","390267","9.OK?","Forbes Hospital","FORBES HOSPITAL","MONROEVILLE","PA","15146",39082,"PA- MONROEVILLE",357,"PA- PITTSBURGH","42003","PA-Allegheny County",264,"Allegheny Health Network",315,,,"4.Other acute care hosp",,"9.OK?",
"390268","390268","9.OK?","Mount Nittany Medical Center","MOUNT NITTANY MEDICAL CENTER","STATE COLLEGE","PA","16803",39118,"PA- STATE COLLEGE",350,"PA- DANVILLE","42027","PA-Centre County",219,,260,,,"4.Other acute care hosp",,"9.OK?",
"390270","390270","9.OK?","Geisinger Wyoming Valley Med Ctr","GEISINGER WYOMING VALLEY MEDICAL CENTER","WILKES BARRE","PA","18711",39137,"PA- WILKES-BARRE",362,"PA- WILKES-BARRE","42079","PA-Luzerne County",208,"Geisinger",268,,,"4.Other acute care hosp",,"9.OK?",
"390272","390272","9.OK?","Valley Forge Medical Center And Hxx","VALLEY FORGE MEDICAL CENTER AND HOSPITAL","NORRISTOWN","PA","19401",39090,"PA- NORRISTOWN",356,"PA- PHILADELPHIA","42091","PA-Montgomery County",67,,50,,,"4.Other acute care hosp",,"9.OK?","noICUdays"
"390278","390278","9.OK?","Eagleville Hospital              Xx","EAGLEVILLE HOSPITAL","EAGLEVILLE","PA","19408",39090,"PA- NORRISTOWN",356,"PA- PHILADELPHIA","42091","PA-Montgomery County",49,,83,,,"4.Other acute care hosp",,"9.OK?","noICUdays"
"390290","390290","9.OK?","Hahnemann University Hospital","HAHNEMANN UNIVERSITY HOSPITAL","PHILADELPHIA","PA","19102",39095,"PA- PHILADELPHIA",356,"PA- PHILADELPHIA","42101","PA-Philadelphia County",410,,496,"Integrated","Major Teaching","1.Integrated AMC",,"9.OK?",
"390302","390302","9.OK?","Barix Clinics Of Pennsylvania","BARIX CLINICS OF PENNSYLVANIA","LANGHORNE","PA","19047",39064,"PA- LANGHORNE",356,"PA- PHILADELPHIA","42017","PA-Bucks County",47,,40,,,"4.Other acute care hosp",,"8.Small N -keep?","noICUdays"
"390304","390304","9.OK?","Roxborough Memorial Hospital","ROXBOROUGH MEMORIAL HOSPITAL","PHILADELPHIA","PA","19128",39095,"PA- PHILADELPHIA",356,"PA- PHILADELPHIA","42101","PA-Philadelphia County",75,"Prime Healthcare Services",131,,,"4.Other acute care hosp",,"9.OK?",
"390307","390307","9.OK?","Edgewood Surgical Hospital","EDGEWOOD SURGICAL HOSPITAL","TRANSFER","PA","16154",39047,"PA- GREENVILLE",351,"PA- ERIE","42085","PA-Mercer County",10,,10,,,"4.Other acute care hosp",,"9.OK?","noICUdays"
"390312","390312","9.OK?","Eastern Regional Medical Center","CANCER TREATMENT CENTERS OF AMERICA","PHILADELPHIA","PA","19124",39095,"PA- PHILADELPHIA",356,"PA- PHILADELPHIA","42101","PA-Philadelphia County",18,"Cancer Treatment Centers of America",56,,,"4.Other acute care hosp",,"9.OK?",
"390314","390314","9.OK?","Coordinated Health-Bethlehem","COORDINATED HEALTH ORTHOPEDIC HOSPITAL","BETHLEHEM","PA","18017",39008,"PA- BETHLEHEM",346,"PA- ALLENTOWN","42077","PA-Lehigh County",20,,20,,,"4.Other acute care hosp",,"9.OK?",
"390316","390316","9.OK?","Surgical Institute Of Reading","SURGICAL INSTITUTE OF READING","WYOMISSING","PA","19610",39103,"PA- READING",358,"PA- READING","42011","PA-Berks County",15,,15,,,"4.Other acute care hosp",,"9.OK?","noICUdays"
"390321","390321","9.OK?","Surg Specialty Ctr/Coord Health","SURGICAL SPECIALTY CENTER AT COORDINATED HEALTH","ALLENTOWN","PA","18104",39003,"PA- ALLENTOWN",346,"PA- ALLENTOWN","42077","PA-Lehigh County",20,,20,,,"4.Other acute care hosp",,"9.OK?",
"390322","390322","9.OK?","Rothman Specialty Hospital","ROTHMAN ORTHOPAEDIC SPECIALTY HOSPITAL LLC","BENSALEM","PA","19020",39095,"PA- PHILADELPHIA",356,"PA- PHILADELPHIA","42017","PA-Bucks County",24,,24,,,"4.Other acute care hosp",,"9.OK?","noICUdays"
