County Formatted,County,State Formatted,State,Population
Maury,MAURY,Tennessee,TENNESSEE,96387
Meigs,MEIGS,Tennessee,TENNESSEE,12422
Monroe,MONROE,Tennessee,TENNESSEE,46545
Montgomery,MONTGOMERY,Tennessee,TENNESSEE,208993
Moore,MOORE,Tennessee,TENNESSEE,6488
Morgan,MORGAN,Tennessee,TENNESSEE,21403
Obion,OBION,Tennessee,TENNESSEE,30069
Overton,OVERTON,Tennessee,TENNESSEE,22241
Perry,PERRY,Tennessee,TENNESSEE,8076
Pickett,PICKETT,Tennessee,TENNESSEE,5048
Polk,POLK,Tennessee,TENNESSEE,16832
Putnam,PUTNAM,Tennessee,TENNESSEE,80245
Rhea,RHEA,Tennessee,TENNESSEE,33167
Roane,ROANE,Tennessee,TENNESSEE,53382
Robertson,ROBERTSON,Tennessee,TENNESSEE,71813
Rutherford,RUTHERFORD,Tennessee,TENNESSEE,332285
Scott,SCOTT,Tennessee,TENNESSEE,22068
Sequatchie,SEQUATCHIE,Tennessee,TENNESSEE,15026
Sevier,SEVIER,Tennessee,TENNESSEE,98250
Shelby,SHELBY,Tennessee,TENNESSEE,937166
Smith,SMITH,Tennessee,TENNESSEE,20157
Stewart,STEWART,Tennessee,TENNESSEE,13715
Sullivan,SULLIVAN,Tennessee,TENNESSEE,158348
Sumner,SUMNER,Tennessee,TENNESSEE,191283
Tipton,TIPTON,Tennessee,TENNESSEE,61599
Trousdale,TROUSDALE,Tennessee,TENNESSEE,11284
Unicoi,UNICOI,Tennessee,TENNESSEE,17883
Union,UNION,Tennessee,TENNESSEE,19972
Van Buren,VANBUREN,Tennessee,TENNESSEE,5872
Warren,WARREN,Tennessee,TENNESSEE,41277
Washington,WASHINGTON,Tennessee,TENNESSEE,129375
Wayne,WAYNE,Tennessee,TENNESSEE,16673
Weakley,WEAKLEY,Tennessee,TENNESSEE,33328
White,WHITE,Tennessee,TENNESSEE,27345
Williamson,WILLIAMSON,Tennessee,TENNESSEE,238412
Wilson,WILSON,Tennessee,TENNESSEE,144657
Anderson,ANDERSON,Texas,TEXAS,57735
Andrews,ANDREWS,Texas,TEXAS,18705
Angelina,ANGELINA,Texas,TEXAS,86715
Aransas,ARANSAS,Texas,TEXAS,23510
Archer,ARCHER,Texas,TEXAS,8553
Armstrong,ARMSTRONG,Texas,TEXAS,1887
Atascosa,ATASCOSA,Texas,TEXAS,51153
Austin,AUSTIN,Texas,TEXAS,30032
Bailey,BAILEY,Texas,TEXAS,7000
Bandera,BANDERA,Texas,TEXAS,23112
Bastrop,BASTROP,Texas,TEXAS,88723
Baylor,BAYLOR,Texas,TEXAS,3509
Bee,BEE,Texas,TEXAS,32565
Bell,BELL,Texas,TEXAS,362924
Bexar,BEXAR,Texas,TEXAS,2003554
Blanco,BLANCO,Texas,TEXAS,11931
Borden,BORDEN,Texas,TEXAS,654
Bosque,BOSQUE,Texas,TEXAS,18685
Bowie,BOWIE,Texas,TEXAS,93245
Brazoria,BRAZORIA,Texas,TEXAS,374264
Brazos,BRAZOS,Texas,TEXAS,229211
Brewster,BREWSTER,Texas,TEXAS,9203
Briscoe,BRISCOE,Texas,TEXAS,1546
Brooks,BROOKS,Texas,TEXAS,7093
Brown,BROWN,Texas,TEXAS,37864
Burleson,BURLESON,Texas,TEXAS,18443
Burnet,BURNET,Texas,TEXAS,48155
Caldwell,CALDWELL,Texas,TEXAS,43664
Calhoun,CALHOUN,Texas,TEXAS,21290
Callahan,CALLAHAN,Texas,TEXAS,13943
Cameron,CAMERON,Texas,TEXAS,423163
Camp,CAMP,Texas,TEXAS,13094
Carson,CARSON,Texas,TEXAS,5926
Cass,CASS,Texas,TEXAS,30026
Castro,CASTRO,Texas,TEXAS,7530
Chambers,CHAMBERS,Texas,TEXAS,43837
Cherokee,CHEROKEE,Texas,TEXAS,52646
Childress,CHILDRESS,Texas,TEXAS,7306
Clay,CLAY,Texas,TEXAS,10471
Cochran,COCHRAN,Texas,TEXAS,2853
Coke,COKE,Texas,TEXAS,3387
Coleman,COLEMAN,Texas,TEXAS,8175
Collin,COLLIN,Texas,TEXAS,1034730
Collingsworth,COLLINGSWORTH,Texas,TEXAS,2920
Colorado,COLORADO,Texas,TEXAS,21493
Comal,COMAL,Texas,TEXAS,156209
Comanche,COMANCHE,Texas,TEXAS,13635
Concho,CONCHO,Texas,TEXAS,2726
Cooke,COOKE,Texas,TEXAS,41257
Coryell,CORYELL,Texas,TEXAS,75951
Cottle,COTTLE,Texas,TEXAS,1398
Crane,CRANE,Texas,TEXAS,4797
Crockett,CROCKETT,Texas,TEXAS,3464
Crosby,CROSBY,Texas,TEXAS,5737
Culberson,CULBERSON,Texas,TEXAS,2171
Dallam,DALLAM,Texas,TEXAS,7287
Dallas,DALLAS,Texas,TEXAS,2635516
Dawson,DAWSON,Texas,TEXAS,12728
Deaf Smith,DEAFSMITH,Texas,TEXAS,18546
Delta,DELTA,Texas,TEXAS,5331
Denton,DENTON,Texas,TEXAS,887207
DeWitt,DEWITT,Texas,TEXAS,20160
Dickens,DICKENS,Texas,TEXAS,2211
Dimmit,DIMMIT,Texas,TEXAS,10124
Donley,DONLEY,Texas,TEXAS,3278
Duval,DUVAL,Texas,TEXAS,11157
Eastland,EASTLAND,Texas,TEXAS,18360
Ector,ECTOR,Texas,TEXAS,166223
Edwards,EDWARDS,Texas,TEXAS,1932
Ellis,ELLIS,Texas,TEXAS,184826
El Paso,ELPASO,Texas,TEXAS,839238
Erath,ERATH,Texas,TEXAS,42698
Falls,FALLS,Texas,TEXAS,17297
Fannin,FANNIN,Texas,TEXAS,35514
Fayette,FAYETTE,Texas,TEXAS,25346
Fisher,FISHER,Texas,TEXAS,3830
Floyd,FLOYD,Texas,TEXAS,5712
Foard,FOARD,Texas,TEXAS,1155
Fort Bend,FORTBEND,Texas,TEXAS,811688
Franklin,FRANKLIN,Texas,TEXAS,10725
Freestone,FREESTONE,Texas,TEXAS,19717
Frio,FRIO,Texas,TEXAS,20306
Gaines,GAINES,Texas,TEXAS,21492
Galveston,GALVESTON,Texas,TEXAS,342139
Garza,GARZA,Texas,TEXAS,6229
Gillespie,GILLESPIE,Texas,TEXAS,26988
Glasscock,GLASSCOCK,Texas,TEXAS,1409
Goliad,GOLIAD,Texas,TEXAS,7658
Gonzales,GONZALES,Texas,TEXAS,20837
Gray,GRAY,Texas,TEXAS,21886
Grayson,GRAYSON,Texas,TEXAS,136212
Gregg,GREGG,Texas,TEXAS,123945
Grimes,GRIMES,Texas,TEXAS,28880
Guadalupe,GUADALUPE,Texas,TEXAS,166847
Hale,HALE,Texas,TEXAS,33406
Hall,HALL,Texas,TEXAS,2964
Hamilton,HAMILTON,Texas,TEXAS,8461
Hansford,HANSFORD,Texas,TEXAS,5399
Hardeman,HARDEMAN,Texas,TEXAS,3933
Hardin,HARDIN,Texas,TEXAS,57602
Harris,HARRIS,Texas,TEXAS,4713325
Harrison,HARRISON,Texas,TEXAS,66553
Hartley,HARTLEY,Texas,TEXAS,5576
Haskell,HASKELL,Texas,TEXAS,5658
Hays,HAYS,Texas,TEXAS,230191
Hemphill,HEMPHILL,Texas,TEXAS,3819
Henderson,HENDERSON,Texas,TEXAS,82737
Hidalgo,HIDALGO,Texas,TEXAS,868707
Hill,HILL,Texas,TEXAS,36649
Hockley,HOCKLEY,Texas,TEXAS,23021
Hood,HOOD,Texas,TEXAS,61643
Hopkins,HOPKINS,Texas,TEXAS,37084
Houston,HOUSTON,Texas,TEXAS,22968
Howard,HOWARD,Texas,TEXAS,36664
Hudspeth,HUDSPETH,Texas,TEXAS,4886
Hunt,HUNT,Texas,TEXAS,98594
Hutchinson,HUTCHINSON,Texas,TEXAS,20938
Irion,IRION,Texas,TEXAS,1536
Jack,JACK,Texas,TEXAS,8935
Jackson,JACKSON,Texas,TEXAS,14760
Jasper,JASPER,Texas,TEXAS,35529
Jeff Davis,JEFFDAVIS,Texas,TEXAS,2274
Jefferson,JEFFERSON,Texas,TEXAS,251565
Jim Hogg,JIMHOGG,Texas,TEXAS,5200
Jim Wells,JIMWELLS,Texas,TEXAS,40482
Johnson,JOHNSON,Texas,TEXAS,175817
Jones,JONES,Texas,TEXAS,20083
Karnes,KARNES,Texas,TEXAS,15601
Kaufman,KAUFMAN,Texas,TEXAS,136154
Kendall,KENDALL,Texas,TEXAS,47431
Kenedy,KENEDY,Texas,TEXAS,404
Kent,KENT,Texas,TEXAS,762
Kerr,KERR,Texas,TEXAS,52600
Kimble,KIMBLE,Texas,TEXAS,4337
King,KING,Texas,TEXAS,272
Kinney,KINNEY,Texas,TEXAS,3667
Kleberg,KLEBERG,Texas,TEXAS,30680
Knox,KNOX,Texas,TEXAS,3664
Lamar,LAMAR,Texas,TEXAS,49859
Lamb,LAMB,Texas,TEXAS,12893
Lampasas,LAMPASAS,Texas,TEXAS,21428
La Salle,LASALLE,Texas,TEXAS,7520
Lavaca,LAVACA,Texas,TEXAS,20154
Lee,LEE,Texas,TEXAS,17239
Leon,LEON,Texas,TEXAS,17404
Liberty,LIBERTY,Texas,TEXAS,88219
Limestone,LIMESTONE,Texas,TEXAS,23437
Lipscomb,LIPSCOMB,Texas,TEXAS,3233
Live Oak,LIVEOAK,Texas,TEXAS,12207
Llano,LLANO,Texas,TEXAS,21795
Loving,LOVING,Texas,TEXAS,169
Lubbock,LUBBOCK,Texas,TEXAS,310569
Lynn,LYNN,Texas,TEXAS,5951
McCulloch,MCCULLOCH,Texas,TEXAS,7984
McLennan,MCLENNAN,Texas,TEXAS,256623
McMullen,MCMULLEN,Texas,TEXAS,743
Madison,MADISON,Texas,TEXAS,14284
Marion,MARION,Texas,TEXAS,9854
Martin,MARTIN,Texas,TEXAS,5771
Mason,MASON,Texas,TEXAS,4274
Matagorda,MATAGORDA,Texas,TEXAS,36643
Maverick,MAVERICK,Texas,TEXAS,58722
Medina,MEDINA,Texas,TEXAS,51584
Menard,MENARD,Texas,TEXAS,2138
Midland,MIDLAND,Texas,TEXAS,176832
Milam,MILAM,Texas,TEXAS,24823
Mills,MILLS,Texas,TEXAS,4873
Mitchell,MITCHELL,Texas,TEXAS,8545
Montague,MONTAGUE,Texas,TEXAS,19818
Montgomery,MONTGOMERY,Texas,TEXAS,607391
Moore,MOORE,Texas,TEXAS,20940
Morris,MORRIS,Texas,TEXAS,12388
Motley,MOTLEY,Texas,TEXAS,1200
Nacogdoches,NACOGDOCHES,Texas,TEXAS,65204
Navarro,NAVARRO,Texas,TEXAS,50113
Newton,NEWTON,Texas,TEXAS,13595
Nolan,NOLAN,Texas,TEXAS,14714
Nueces,NUECES,Texas,TEXAS,362294
Ochiltree,OCHILTREE,Texas,TEXAS,9836
Oldham,OLDHAM,Texas,TEXAS,2112
Orange,ORANGE,Texas,TEXAS,83396
Palo Pinto,PALOPINTO,Texas,TEXAS,29189
Panola,PANOLA,Texas,TEXAS,23194
Parker,PARKER,Texas,TEXAS,142878
Parmer,PARMER,Texas,TEXAS,9605
Pecos,PECOS,Texas,TEXAS,15823
Polk,POLK,Texas,TEXAS,51353
Potter,POTTER,Texas,TEXAS,117415
Presidio,PRESIDIO,Texas,TEXAS,6704
Rains,RAINS,Texas,TEXAS,12514
Randall,RANDALL,Texas,TEXAS,137713
Reagan,REAGAN,Texas,TEXAS,3849
Real,REAL,Texas,TEXAS,3452
Red River,REDRIVER,Texas,TEXAS,12023
Reeves,REEVES,Texas,TEXAS,15976
Refugio,REFUGIO,Texas,TEXAS,6948
Roberts,ROBERTS,Texas,TEXAS,854
Robertson,ROBERTSON,Texas,TEXAS,17074
Rockwall,ROCKWALL,Texas,TEXAS,104915
Runnels,RUNNELS,Texas,TEXAS,10264
Rusk,RUSK,Texas,TEXAS,54406
Sabine,SABINE,Texas,TEXAS,10542
San Augustine,SANAUGUSTINE,Texas,TEXAS,8237
San Jacinto,SANJACINTO,Texas,TEXAS,28859
San Patricio,SANPATRICIO,Texas,TEXAS,66730
San Saba,SANSABA,Texas,TEXAS,6055
Schleicher,SCHLEICHER,Texas,TEXAS,2793
Scurry,SCURRY,Texas,TEXAS,16703
Shackelford,SHACKELFORD,Texas,TEXAS,3265
Shelby,SHELBY,Texas,TEXAS,25274
Sherman,SHERMAN,Texas,TEXAS,3022
Smith,SMITH,Texas,TEXAS,232751
Somervell,SOMERVELL,Texas,TEXAS,9128
Starr,STARR,Texas,TEXAS,64633
Stephens,STEPHENS,Texas,TEXAS,9366
Sterling,STERLING,Texas,TEXAS,1291
Stonewall,STONEWALL,Texas,TEXAS,1350
Sutton,SUTTON,Texas,TEXAS,3776
Swisher,SWISHER,Texas,TEXAS,7397
Tarrant,TARRANT,Texas,TEXAS,2102515
Taylor,TAYLOR,Texas,TEXAS,138034
Terrell,TERRELL,Texas,TEXAS,776
Terry,TERRY,Texas,TEXAS,12337
Throckmorton,THROCKMORTON,Texas,TEXAS,1501
Titus,TITUS,Texas,TEXAS,32750
Tom Green,TOMGREEN,Texas,TEXAS,119200
Travis,TRAVIS,Texas,TEXAS,1273954
Trinity,TRINITY,Texas,TEXAS,14651
Tyler,TYLER,Texas,TEXAS,21672
Upshur,UPSHUR,Texas,TEXAS,41753
Upton,UPTON,Texas,TEXAS,3657
Uvalde,UVALDE,Texas,TEXAS,26741
Val Verde,VALVERDE,Texas,TEXAS,49025
Van Zandt,VANZANDT,Texas,TEXAS,56590
Victoria,VICTORIA,Texas,TEXAS,92084
Walker,WALKER,Texas,TEXAS,72971
Waller,WALLER,Texas,TEXAS,55246
Ward,WARD,Texas,TEXAS,11998
Washington,WASHINGTON,Texas,TEXAS,35882
Webb,WEBB,Texas,TEXAS,276652
Wharton,WHARTON,Texas,TEXAS,41556
Wheeler,WHEELER,Texas,TEXAS,5056
Wichita,WICHITA,Texas,TEXAS,132230
Wilbarger,WILBARGER,Texas,TEXAS,12769
Willacy,WILLACY,Texas,TEXAS,21358
Williamson,WILLIAMSON,Texas,TEXAS,590551
Wilson,WILSON,Texas,TEXAS,51070
Winkler,WINKLER,Texas,TEXAS,8010
Wise,WISE,Texas,TEXAS,69984
Wood,WOOD,Texas,TEXAS,45539
Yoakum,YOAKUM,Texas,TEXAS,8713
Young,YOUNG,Texas,TEXAS,18010
Zapata,ZAPATA,Texas,TEXAS,14179
Zavala,ZAVALA,Texas,TEXAS,11840
Beaver,BEAVER,Utah,UTAH,6710
Box Elder,BOXELDER,Utah,UTAH,56046
Cache,CACHE,Utah,UTAH,128289
Carbon,CARBON,Utah,UTAH,20463
Daggett,DAGGETT,Utah,UTAH,950
Davis,DAVIS,Utah,UTAH,355481
Duchesne,DUCHESNE,Utah,UTAH,19938
Emery,EMERY,Utah,UTAH,10012
Garfield,GARFIELD,Utah,UTAH,5051
Grand,GRAND,Utah,UTAH,9754
Iron,IRON,Utah,UTAH,54839
Juab,JUAB,Utah,UTAH,12017
Kane,KANE,Utah,UTAH,7886
Millard,MILLARD,Utah,UTAH,13188
Morgan,MORGAN,Utah,UTAH,12124
Piute,PIUTE,Utah,UTAH,1479
Rich,RICH,Utah,UTAH,2483
Salt Lake,SALTLAKE,Utah,UTAH,1160437
San Juan,SANJUAN,Utah,UTAH,15308
Sanpete,SANPETE,Utah,UTAH,30939
Sevier,SEVIER,Utah,UTAH,21620
Summit,SUMMIT,Utah,UTAH,42145
Tooele,TOOELE,Utah,UTAH,72259
Uintah,UINTAH,Utah,UTAH,35734
Utah,UTAH,Utah,UTAH,636235
Wasatch,WASATCH,Utah,UTAH,34091
Washington,WASHINGTON,Utah,UTAH,177556
Wayne,WAYNE,Utah,UTAH,2711
Weber,WEBER,Utah,UTAH,260213
Addison,ADDISON,Vermont,VERMONT,36777
Bennington,BENNINGTON,Vermont,VERMONT,35470
Caledonia,CALEDONIA,Vermont,VERMONT,29993
Chittenden,CHITTENDEN,Vermont,VERMONT,163774
Essex,ESSEX,Vermont,VERMONT,6163
Franklin,FRANKLIN,Vermont,VERMONT,49402
Grand Isle,GRANDISLE,Vermont,VERMONT,7235
Lamoille,LAMOILLE,Vermont,VERMONT,25362
Orange,ORANGE,Vermont,VERMONT,28892
Orleans,ORLEANS,Vermont,VERMONT,27037
Rutland,RUTLAND,Vermont,VERMONT,58191
Washington,WASHINGTON,Vermont,VERMONT,58409
Windham,WINDHAM,Vermont,VERMONT,42222
Windsor,WINDSOR,Vermont,VERMONT,55062
Accomack,ACCOMACK,Virginia,VIRGINIA,32316
Albemarle,ALBEMARLE,Virginia,VIRGINIA,109330
Alleghany,ALLEGHANY,Virginia,VIRGINIA,14860
Amelia,AMELIA,Virginia,VIRGINIA,13145
Amherst,AMHERST,Virginia,VIRGINIA,31605
Appomattox,APPOMATTOX,Virginia,VIRGINIA,15911
Arlington,ARLINGTON,Virginia,VIRGINIA,236842
Augusta,AUGUSTA,Virginia,VIRGINIA,75558
Bath,BATH,Virginia,VIRGINIA,4147
Bedford,BEDFORD,Virginia,VIRGINIA,78997
Bland,BLAND,Virginia,VIRGINIA,6280
Botetourt,BOTETOURT,Virginia,VIRGINIA,33419
Brunswick,BRUNSWICK,Virginia,VIRGINIA,16231
Buchanan,BUCHANAN,Virginia,VIRGINIA,21004
Buckingham,BUCKINGHAM,Virginia,VIRGINIA,17148
Campbell,CAMPBELL,Virginia,VIRGINIA,54885
Caroline,CAROLINE,Virginia,VIRGINIA,30725
Carroll,CARROLL,Virginia,VIRGINIA,29791
Charles City,CHARLESCITY,Virginia,VIRGINIA,6963
Charlotte,CHARLOTTE,Virginia,VIRGINIA,11880
Chesterfield,CHESTERFIELD,Virginia,VIRGINIA,352802
Clarke,CLARKE,Virginia,VIRGINIA,14619
Craig,CRAIG,Virginia,VIRGINIA,5131
Culpeper,CULPEPER,Virginia,VIRGINIA,52605
Cumberland,CUMBERLAND,Virginia,VIRGINIA,9932
Dickenson,DICKENSON,Virginia,VIRGINIA,14318
Dinwiddie,DINWIDDIE,Virginia,VIRGINIA,28544
Essex,ESSEX,Virginia,VIRGINIA,10953
Fairfax,FAIRFAX,Virginia,VIRGINIA,1147532
Fauquier,FAUQUIER,Virginia,VIRGINIA,71222
Floyd,FLOYD,Virginia,VIRGINIA,15749
Fluvanna,FLUVANNA,Virginia,VIRGINIA,27270
Franklin,FRANKLIN,Virginia,VIRGINIA,56042
Frederick,FREDERICK,Virginia,VIRGINIA,89313
Giles,GILES,Virginia,VIRGINIA,16720
Gloucester,GLOUCESTER,Virginia,VIRGINIA,37348
Goochland,GOOCHLAND,Virginia,VIRGINIA,23753
Grayson,GRAYSON,Virginia,VIRGINIA,15550
Greene,GREENE,Virginia,VIRGINIA,19819
Greensville,GREENSVILLE,Virginia,VIRGINIA,11336
Halifax,HALIFAX,Virginia,VIRGINIA,33911
Hanover,HANOVER,Virginia,VIRGINIA,107766
Henrico,HENRICO,Virginia,VIRGINIA,330818
Henry,HENRY,Virginia,VIRGINIA,50557
Highland,HIGHLAND,Virginia,VIRGINIA,2190
Isle of Wight,ISLEOFWIGHT,Virginia,VIRGINIA,37109
James City,JAMESCITY,Virginia,VIRGINIA,76523
King and Queen,KINGANDQUEEN,Virginia,VIRGINIA,7025
King George,KINGGEORGE,Virginia,VIRGINIA,26836
King William,KINGWILLIAM,Virginia,VIRGINIA,17148
Lancaster,LANCASTER,Virginia,VIRGINIA,10603
Lee,LEE,Virginia,VIRGINIA,23423
Loudoun,LOUDOUN,Virginia,VIRGINIA,413538
Louisa,LOUISA,Virginia,VIRGINIA,37591
Lunenburg,LUNENBURG,Virginia,VIRGINIA,12196
Madison,MADISON,Virginia,VIRGINIA,13261
Mathews,MATHEWS,Virginia,VIRGINIA,8834
Mecklenburg,MECKLENBURG,Virginia,VIRGINIA,30587
Middlesex,MIDDLESEX,Virginia,VIRGINIA,10582
Montgomery,MONTGOMERY,Virginia,VIRGINIA,98535
Nelson,NELSON,Virginia,VIRGINIA,14930
New Kent,NEWKENT,Virginia,VIRGINIA,23091
Northampton,NORTHAMPTON,Virginia,VIRGINIA,11710
Northumberland,NORTHUMBERLAND,Virginia,VIRGINIA,12095
Nottoway,NOTTOWAY,Virginia,VIRGINIA,15232
Orange,ORANGE,Virginia,VIRGINIA,37051
Page,PAGE,Virginia,VIRGINIA,23902
Patrick,PATRICK,Virginia,VIRGINIA,17608
Pittsylvania,PITTSYLVANIA,Virginia,VIRGINIA,60354
Powhatan,POWHATAN,Virginia,VIRGINIA,29652
Prince Edward,PRINCEEDWARD,Virginia,VIRGINIA,22802
Prince George,PRINCEGEORGE,Virginia,VIRGINIA,38353
Prince William,PRINCEWILLIAM,Virginia,VIRGINIA,470335
Pulaski,PULASKI,Virginia,VIRGINIA,34027
Rappahannock,RAPPAHANNOCK,Virginia,VIRGINIA,7370
Richmond,RICHMOND,Virginia,VIRGINIA,9023
Roanoke,ROANOKE,Virginia,VIRGINIA,94186
Rockbridge,ROCKBRIDGE,Virginia,VIRGINIA,22573
Rockingham,ROCKINGHAM,Virginia,VIRGINIA,81948
Russell,RUSSELL,Virginia,VIRGINIA,26586
Scott,SCOTT,Virginia,VIRGINIA,21566
Shenandoah,SHENANDOAH,Virginia,VIRGINIA,43616
Smyth,SMYTH,Virginia,VIRGINIA,30104
Southampton,SOUTHAMPTON,Virginia,VIRGINIA,17631
Spotsylvania,SPOTSYLVANIA,Virginia,VIRGINIA,136215
Stafford,STAFFORD,Virginia,VIRGINIA,152882
Surry,SURRY,Virginia,VIRGINIA,6422
Sussex,SUSSEX,Virginia,VIRGINIA,11159
Tazewell,TAZEWELL,Virginia,VIRGINIA,40595
Warren,WARREN,Virginia,VIRGINIA,40164
Washington,WASHINGTON,Virginia,VIRGINIA,53740
Westmoreland,WESTMORELAND,Virginia,VIRGINIA,18015
Wise,WISE,Virginia,VIRGINIA,37383
Wythe,WYTHE,Virginia,VIRGINIA,28684
York,YORK,Virginia,VIRGINIA,68280
Alexandria city,ALEXANDRIACITY,Virginia,VIRGINIA,159428
Bristol city,BRISTOLCITY,Virginia,VIRGINIA,16762
Buena Vista city,BUENAVISTACITY,Virginia,VIRGINIA,6478
Charlottesville city,CHARLOTTESVILLECITY,Virginia,VIRGINIA,47266
Chesapeake city,CHESAPEAKECITY,Virginia,VIRGINIA,244835
Colonial Heights city,COLONIALHEIGHTSCITY,Virginia,VIRGINIA,17370
Covington city,COVINGTONCITY,Virginia,VIRGINIA,5538
Danville city,DANVILLECITY,Virginia,VIRGINIA,40044
Emporia city,EMPORIACITY,Virginia,VIRGINIA,5346
Fairfax city,FAIRFAXCITY,Virginia,VIRGINIA,24019
Falls Church city,FALLSCHURCHCITY,Virginia,VIRGINIA,14617
Franklin city,FRANKLINCITY,Virginia,VIRGINIA,7967
Fredericksburg city,FREDERICKSBURGCITY,Virginia,VIRGINIA,29036
Galax city,GALAXCITY,Virginia,VIRGINIA,6347
Hampton city,HAMPTONCITY,Virginia,VIRGINIA,134510
Harrisonburg city,HARRISONBURGCITY,Virginia,VIRGINIA,53016
Hopewell city,HOPEWELLCITY,Virginia,VIRGINIA,22529
Lexington city,LEXINGTONCITY,Virginia,VIRGINIA,7446
Lynchburg city,LYNCHBURGCITY,Virginia,VIRGINIA,82168
Manassas city,MANASSASCITY,Virginia,VIRGINIA,41085
Manassas Park city,MANASSASPARKCITY,Virginia,VIRGINIA,17478
Martinsville city,MARTINSVILLECITY,Virginia,VIRGINIA,12554
Newport News city,NEWPORTNEWSCITY,Virginia,VIRGINIA,179225
Norfolk city,NORFOLKCITY,Virginia,VIRGINIA,242742
Norton city,NORTONCITY,Virginia,VIRGINIA,3981
Petersburg city,PETERSBURGCITY,Virginia,VIRGINIA,31346
Poquoson city,POQUOSONCITY,Virginia,VIRGINIA,12271
Portsmouth city,PORTSMOUTHCITY,Virginia,VIRGINIA,94398
Radford city,RADFORDCITY,Virginia,VIRGINIA,18249
Richmond city,RICHMONDCITY,Virginia,VIRGINIA,230436
Roanoke city,ROANOKECITY,Virginia,VIRGINIA,99143
Salem city,SALEMCITY,Virginia,VIRGINIA,25301
Staunton city,STAUNTONCITY,Virginia,VIRGINIA,24932
Suffolk city,SUFFOLKCITY,Virginia,VIRGINIA,92108
Virginia Beach city,VIRGINIABEACHCITY,Virginia,VIRGINIA,449974
Waynesboro city,WAYNESBOROCITY,Virginia,VIRGINIA,22630
Williamsburg city,WILLIAMSBURGCITY,Virginia,VIRGINIA,14954
Winchester city,WINCHESTERCITY,Virginia,VIRGINIA,28078
Adams,ADAMS,Washington,WASHINGTON,19983
Asotin,ASOTIN,Washington,WASHINGTON,22582
Benton,BENTON,Washington,WASHINGTON,204390
Chelan,CHELAN,Washington,WASHINGTON,77200
Clallam,CLALLAM,Washington,WASHINGTON,77331
Clark,CLARK,Washington,WASHINGTON,488241
Columbia,COLUMBIA,Washington,WASHINGTON,3985
Cowlitz,COWLITZ,Washington,WASHINGTON,110593
Douglas,DOUGLAS,Washington,WASHINGTON,43429
Ferry,FERRY,Washington,WASHINGTON,7627
Franklin,FRANKLIN,Washington,WASHINGTON,95222
Garfield,GARFIELD,Washington,WASHINGTON,2225
Grant,GRANT,Washington,WASHINGTON,97733
Grays Harbor,GRAYSHARBOR,Washington,WASHINGTON,75061
Island,ISLAND,Washington,WASHINGTON,85141
Jefferson,JEFFERSON,Washington,WASHINGTON,32221
King,KING,Washington,WASHINGTON,2252782
Kitsap,KITSAP,Washington,WASHINGTON,271473
Kittitas,KITTITAS,Washington,WASHINGTON,47935
Klickitat,KLICKITAT,Washington,WASHINGTON,22425
Lewis,LEWIS,Washington,WASHINGTON,80707
Lincoln,LINCOLN,Washington,WASHINGTON,10939
Mason,MASON,Washington,WASHINGTON,66768
Okanogan,OKANOGAN,Washington,WASHINGTON,42243
Pacific,PACIFIC,Washington,WASHINGTON,22471
Pend Oreille,PENDOREILLE,Washington,WASHINGTON,13724
Pierce,PIERCE,Washington,WASHINGTON,904980
San Juan,SANJUAN,Washington,WASHINGTON,17582
Skagit,SKAGIT,Washington,WASHINGTON,129205
Skamania,SKAMANIA,Washington,WASHINGTON,12083
Snohomish,SNOHOMISH,Washington,WASHINGTON,822083
Spokane,SPOKANE,Washington,WASHINGTON,522798
Stevens,STEVENS,Washington,WASHINGTON,45723
Thurston,THURSTON,Washington,WASHINGTON,290536
Wahkiakum,WAHKIAKUM,Washington,WASHINGTON,4488
Walla Walla,WALLAWALLA,Washington,WASHINGTON,60760
Whatcom,WHATCOM,Washington,WASHINGTON,229247
Whitman,WHITMAN,Washington,WASHINGTON,50104
Yakima,YAKIMA,Washington,WASHINGTON,250873
Barbour,BARBOUR,West Virginia,WESTVIRGINIA,16441
Berkeley,BERKELEY,West Virginia,WESTVIRGINIA,119171
Boone,BOONE,West Virginia,WESTVIRGINIA,21457
Braxton,BRAXTON,West Virginia,WESTVIRGINIA,13957
Brooke,BROOKE,West Virginia,WESTVIRGINIA,21939
Cabell,CABELL,West Virginia,WESTVIRGINIA,91945
Calhoun,CALHOUN,West Virginia,WESTVIRGINIA,7109
Clay,CLAY,West Virginia,WESTVIRGINIA,8508
Doddridge,DODDRIDGE,West Virginia,WESTVIRGINIA,8448
Fayette,FAYETTE,West Virginia,WESTVIRGINIA,42406
Gilmer,GILMER,West Virginia,WESTVIRGINIA,7823
Grant,GRANT,West Virginia,WESTVIRGINIA,11568
Greenbrier,GREENBRIER,West Virginia,WESTVIRGINIA,34662
Hampshire,HAMPSHIRE,West Virginia,WESTVIRGINIA,23175
Hancock,HANCOCK,West Virginia,WESTVIRGINIA,28810
Hardy,HARDY,West Virginia,WESTVIRGINIA,13776
Harrison,HARRISON,West Virginia,WESTVIRGINIA,67256
Jackson,JACKSON,West Virginia,WESTVIRGINIA,28576
Jefferson,JEFFERSON,West Virginia,WESTVIRGINIA,57146
Kanawha,KANAWHA,West Virginia,WESTVIRGINIA,178124
